context,n_5m,detector,atr_mult,buffer,r_target,min_stop_atr,trades,expectancy_r,profit_factor,win_rate_pct,max_drawdown_pct,net_return_pct,fees_paid,exposure_pct,sharpe_annualized,avg_cost_r,avg_stop_pct,trades_per_day,capped_share_pct,skipped_min_stop,ignored_in_position,pct_time_neutral_context,context_state_changes_per_week
4h_n5,3,atr,1.5,0.1,2,0.3,6013,-1.6669,0.3484,23.1332,-99.9999,-99.9999,8273.8828,5.6737,-14.562,1.6401,0.2613,3.0632,89.2732,1872,1282,38.8305,2.4177
4h_n5,3,atr,1.5,0.1,2,0.5,4340,-1.3201,0.3924,26.3825,-99.9945,-99.9945,8814.3297,5.4109,-12.008,1.2864,0.3124,2.2109,85.5300,3548,1270,38.8305,2.4177
4h_n5,3,atr,1.5,0.1,3,0,7685,-2.7911,0.3748,17.6448,-100.0000,-100.0000,8557.8202,7.8023,-15.365,2.8024,0.2154,3.9149,91.5810,0,1901,38.8305,2.4177
4h_n5,3,atr,1.5,0.1,3,0.3,5867,-1.6341,0.4085,21.0329,-99.9998,-99.9998,8488.1822,7.7077,-12.966,1.6378,0.2627,2.9888,89.1256,1819,1900,38.8305,2.4177
4h_n5,3,atr,1.5,0.1,3,0.5,4229,-1.2799,0.4533,22.5585,-99.9913,-99.9912,9045.5126,7.2742,-10.434,1.2817,0.3147,2.1544,85.2920,3462,1868,38.8305,2.4177
4h_n5,3,atr,2,0,1.5,0,5986,-2.2196,0.2780,20.5145,-99.9998,-99.9998,8497.1649,4.2643,-15.584,2.1964,0.2429,3.0494,89.6759,0,597,38.6338,2.0790
4h_n5,3,atr,2,0,1.5,0.3,5046,-1.6109,0.3049,23.8208,-99.9987,-99.9987,8648.6910,4.2477,-14.115,1.5869,0.2754,2.5706,87.8121,943,597,38.6338,2.0790
4h_n5,3,atr,2,0,1.5,0.5,3834,-1.3165,0.3348,28.0125,-99.9803,-99.9802,8940.2919,4.1167,-12.048,1.2859,0.3212,1.9531,84.2723,2158,594,38.6338,2.0790
4h_n5,3,atr,2,0,2,0,5911,-2.2047,0.3401,20.5041,-99.9998,-99.9998,8851.9603,5.5059,-14.603,2.2066,0.2435,3.0112,89.6803,0,853,38.6338,2.0790
4h_n5,3,atr,2,0,2,0.3,4978,-1.6055,0.3648,23.4431,-99.9985,-99.9985,8893.1298,5.4807,-13.112,1.5935,0.2763,2.5359,87.8063,936,853,38.6338,2.0790
4h_n5,3,atr,2,0,2,0.5,3780,-1.3137,0.4050,26.3492,-99.9777,-99.9776,9361.7097,5.2917,-11.112,1.2938,0.3226,1.9256,84.2063,2137,849,38.6338,2.0790
4h_n5,3,atr,2,0,3,0,5784,-2.1565,0.4198,19.3638,-99.9997,-99.9997,9532.7651,7.4225,-13.19,2.1915,0.2452,2.9465,89.5055,0,1244,38.6338,2.0790
4h_n5,3,atr,2,0,3,0.3,4877,-1.5707,0.4398,21.2221,-99.9980,-99.9980,9464.8180,7.3668,-11.756,1.5793,0.2781,2.4845,87.6153,910,1244,38.6338,2.0790
4h_n5,3,atr,2,0,3,0.5,3697,-1.2681,0.4766,22.5047,-99.9720,-99.9718,9871.9708,7.0497,-9.8,1.2719,0.3254,1.8833,83.9329,2093,1237,38.6338,2.0790
4h_n5,3,atr,2,0.1,1.5,0,7128,-2.7870,0.2631,18.6308,-100.0000,-100.0000,8393.5946,4.4515,-16.991,2.7556,0.2218,3.6312,90.9371,0,737,38.6338,2.0790
4h_n5,3,atr,2,0.1,1.5,0.3,5522,-1.6517,0.3066,23.4516,-99.9996,-99.9996,8698.9345,4.4223,-14.685,1.6290,0.2684,2.8130,88.4281,1609,736,38.6338,2.0790
4h_n5,3,atr,2,0.1,1.5,0.5,4072,-1.3256,0.3385,27.9961,-99.9889,-99.9888,8987.6211,4.2729,-12.367,1.2921,0.3178,2.0744,84.6513,3062,732,38.6338,2.0790
4h_n5,3,atr,2,0.1,2,0,7039,-2.7686,0.3266,18.9089,-100.0000,-100.0000,8779.4643,5.7607,-15.892,2.7637,0.2223,3.5858,90.9504,0,1046,38.6338,2.0790
4h_n5,3,atr,2,0.1,2,0.3,5450,-1.6462,0.3699,23.3761,-99.9995,-99.9995,8979.9518,5.7177,-13.52,1.6353,0.2691,2.7764,88.4404,1592,1045,38.6338,2.0790
4h_n5,3,atr,2,0.1,2,0.5,4015,-1.3224,0.4107,26.4757,-99.9872,-99.9871,9419.8564,5.4991,-11.3,1.2993,0.3191,2.0453,84.6077,3030,1040,38.6338,2.0790
4h_n5,3,atr,2,0.1,3,0,6869,-2.7139,0.4035,18.2850,-100.0000,-100.0000,9385.5494,7.8990,-14.151,2.7508,0.2240,3.4992,90.7992,0,1572,38.6338,2.0790
4h_n5,3,atr,2,0.1,3,0.3,5326,-1.6069,0.4438,21.3669,-99.9992,-99.9992,9476.9654,7.8122,-11.939,1.6229,0.2709,2.7132,88.2651,1546,1571,38.6338,2.0790
4h_n5,3,atr,2,0.1,3,0.5,3917,-1.2735,0.4828,22.7470,-99.9820,-99.9818,9890.9386,7.4412,-9.805,1.2790,0.3218,1.9954,84.3503,2959,1560,38.6338,2.0790
4h_n5,3,atr,3,0,1.5,0,4631,-2.0676,0.2853,22.9972,-99.9962,-99.9962,8953.8264,3.7833,-13.319,2.0459,0.2683,2.3591,87.5189,0,296,36.4759,1.1839
4h_n5,3,atr,3,0,1.5,0.3,3986,-1.4917,0.3102,26.2418,-99.9834,-99.9834,9059.0385,3.7718,-11.999,1.4782,0.3009,2.0306,85.4992,646,296,36.4759,1.1839
4h_n5,3,atr,3,0,1.5,0.5,3180,-1.2167,0.3275,29.6855,-99.9063,-99.9058,8984.0954,3.7056,-10.509,1.2010,0.3426,1.6200,82.2642,1454,296,36.4759,1.1839
4h_n5,3,atr,3,0,2,0,4584,-2.0524,0.3368,22.3168,-99.9959,-99.9959,9036.3147,4.9093,-12.248,2.0476,0.2689,2.3352,87.4564,0,464,36.4759,1.1839
4h_n5,3,atr,3,0,2,0.3,3944,-1.4892,0.3607,25.1775,-99.9831,-99.9830,9066.7311,4.8916,-10.966,1.4785,0.3017,2.0092,85.4209,641,464,36.4759,1.1839
4h_n5,3,atr,3,0,2,0.5,3144,-1.2164,0.3845,27.4809,-99.9065,-99.9051,9097.0185,4.7880,-9.576,1.1994,0.3437,1.6016,82.1247,1443,463,36.4759,1.1839
4h_n5,3,atr,3,0,3,0,4485,-2.0101,0.4282,20.0000,-99.9938,-99.9937,9841.3632,6.9630,-10.773,2.0391,0.2702,2.2848,87.3802,0,764,36.4759,1.1839
4h_n5,3,atr,3,0,3,0.3,3861,-1.4580,0.4511,21.9114,-99.9760,-99.9756,9845.3976,6.9261,-9.566,1.4727,0.3029,1.9669,85.3406,625,764,36.4759,1.1839
4h_n5,3,atr,3,0,3,0.5,3076,-1.1874,0.4734,22.9194,-99.8764,-99.8733,9866.0464,6.7394,-8.293,1.1957,0.3455,1.5670,82.0221,1412,763,36.4759,1.1839
4h_n5,3,atr,3,0.1,1.5,0,5448,-2.5282,0.2754,21.2188,-99.9994,-99.9994,8966.3428,3.9311,-14.545,2.4939,0.2483,2.7753,88.8767,0,351,36.4759,1.1839
4h_n5,3,atr,3,0.1,1.5,0.3,4382,-1.5221,0.3202,25.8101,-99.9934,-99.9934,9330.0237,3.9139,-12.561,1.5046,0.2934,2.2323,86.2620,1067,351,36.4759,1.1839
4h_n5,3,atr,3,0.1,1.5,0.5,3407,-1.2170,0.3355,29.5274,-99.9461,-99.9458,9092.4560,3.8326,-10.868,1.1935,0.3386,1.7356,82.8001,2044,351,36.4759,1.1839
4h_n5,3,atr,3,0.1,2,0,5394,-2.5104,0.3268,20.8565,-99.9994,-99.9994,9054.9877,5.1272,-13.401,2.4957,0.2489,2.7478,88.8209,0,552,36.4759,1.1839
4h_n5,3,atr,3,0.1,2,0.3,4338,-1.5193,0.3711,25.0115,-99.9931,-99.9930,9304.2527,5.1011,-11.482,1.5051,0.2940,2.2099,86.1918,1057,552,36.4759,1.1839
4h_n5,3,atr,3,0.1,2,0.5,3369,-1.2147,0.3912,27.4859,-99.9452,-99.9444,9160.4495,4.9755,-9.9,1.1917,0.3397,1.7163,82.6655,2028,551,36.4759,1.1839
4h_n5,3,atr,3,0.1,3,0,5271,-2.4595,0.4189,18.8769,-99.9989,-99.9989,9841.9061,7.3920,-11.763,2.4843,0.2502,2.6852,88.7498,0,947,36.4759,1.1839
4h_n5,3,atr,3,0.1,3,0.3,4241,-1.4767,0.4624,21.7873,-99.9898,-99.9897,10053.5853,7.3386,-9.997,1.4871,0.2955,2.1605,86.1118,1031,947,36.4759,1.1839
4h_n5,3,atr,3,0.1,3,0.5,3293,-1.1705,0.4843,22.9578,-99.9240,-99.9221,10017.9009,7.1147,-8.538,1.1751,0.3416,1.6775,82.5691,1981,946,36.4759,1.1839
