n_5m,n_1h,atr_mult,buffer,r_target,min_stop_atr,trades,expectancy_r,profit_factor,win_rate_pct,max_drawdown_pct,net_return_pct,fees_paid,exposure_pct,sharpe_annualized,avg_cost_r,avg_stop_pct,trades_per_day,capped_share_pct,skipped_min_stop,ignored_in_position,pct_time_neutral_1h,h1_state_changes_per_week
3,3,1.5,0,2,0,1626,-0.4503,0.4450,28.2903,-93.5860,-93.5773,7634.3270,12.2260,-6.093,0.4192,0.8423,1.2162,34.0713,0,986,38.4529,13.3089
3,3,1.5,0,2,0.5,1626,-0.4503,0.4450,28.2903,-93.5860,-93.5773,7634.3270,12.2260,-6.093,0.4192,0.8423,1.2162,34.0713,0,986,38.4529,13.3089
3,3,1.5,0,3,0,1558,-0.4338,0.4793,25.0963,-91.9687,-91.8887,7679.9813,13.6568,-4.874,0.4248,0.8287,1.1653,34.9166,0,1114,38.4529,13.3089
3,3,1.5,0,3,0.5,1558,-0.4338,0.4793,25.0963,-91.9687,-91.8887,7679.9813,13.6568,-4.874,0.4248,0.8287,1.1653,34.9166,0,1114,38.4529,13.3089
3,3,1.5,0.1,1.5,0,1609,-0.4145,0.4500,33.1883,-92.0860,-92.0286,7745.5967,11.3137,-6.115,0.3997,0.8822,1.2034,32.0696,0,835,38.4529,13.3089
3,3,1.5,0.1,1.5,0.5,1609,-0.4145,0.4500,33.1883,-92.0860,-92.0286,7745.5967,11.3137,-6.115,0.3997,0.8822,1.2034,32.0696,0,835,38.4529,13.3089
3,3,1.5,0.1,2,0,1541,-0.4416,0.4486,28.0337,-92.6124,-92.6013,7418.5567,12.6512,-5.909,0.4055,0.8626,1.1526,32.9007,0,961,38.4529,13.3089
3,3,1.5,0.1,2,0.5,1541,-0.4416,0.4486,28.0337,-92.6124,-92.6013,7418.5567,12.6512,-5.909,0.4055,0.8626,1.1526,32.9007,0,961,38.4529,13.3089
3,3,1.5,0.1,3,0,1480,-0.4481,0.4578,24.3919,-92.1610,-92.1063,7192.5648,14.1949,-5.049,0.4101,0.8522,1.1070,33.6486,0,1082,38.4529,13.3089
3,3,1.5,0.1,3,0.5,1480,-0.4481,0.4578,24.3919,-92.1610,-92.1063,7192.5648,14.1949,-5.049,0.4101,0.8522,1.1070,33.6486,0,1082,38.4529,13.3089
3,3,2,0,1.5,0,1419,-0.3920,0.4613,32.2058,-88.9918,-88.9779,7293.0676,10.8594,-6.103,0.3622,1.0019,1.0613,27.0613,0,850,37.9262,10.2147
3,3,2,0,1.5,0.5,1419,-0.3920,0.4613,32.2058,-88.9918,-88.9779,7293.0676,10.8594,-6.103,0.3622,1.0019,1.0613,27.0613,0,850,37.9262,10.2147
3,3,2,0,2,0,1368,-0.4020,0.4919,28.2895,-88.7475,-88.7207,7443.5897,11.8178,-5.482,0.3667,0.9855,1.0232,27.6316,0,938,37.9262,10.2147
3,3,2,0,2,0.5,1368,-0.4020,0.4919,28.2895,-88.7475,-88.7207,7443.5897,11.8178,-5.482,0.3667,0.9855,1.0232,27.6316,0,938,37.9262,10.2147
3,3,2,0,3,0,1325,-0.3914,0.5264,25.7358,-87.0649,-87.0143,7576.2521,12.9784,-4.572,0.3711,0.9633,0.9910,28.0000,0,1022,37.9262,10.2147
3,3,2,0,3,0.5,1325,-0.3914,0.5264,25.7358,-87.0649,-87.0143,7576.2521,12.9784,-4.572,0.3711,0.9633,0.9910,28.0000,0,1022,37.9262,10.2147
3,3,2,0.1,1.5,0,1358,-0.3719,0.4790,32.4742,-87.0171,-87.0007,7206.5827,11.0384,-5.752,0.3499,1.0283,1.0157,25.4050,0,796,37.9262,10.2147
3,3,2,0.1,1.5,0.5,1358,-0.3719,0.4790,32.4742,-87.0171,-87.0007,7206.5827,11.0384,-5.752,0.3499,1.0283,1.0157,25.4050,0,796,37.9262,10.2147
